date,state,total_cases,total_deaths,total_tests,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-08-09,TX,486362,8459,4025864,7982.43,231.714,39726.4,0.200935,0.200935,4.93619,3.29079,7.40428,0.876453,26588.1,17725.4,39882.2,468783,312522,703175,0.0161672,0.0107782,0.0242509,2.67406e+06,1.78271e+06,4.01109e+06,0.0922221,0.0614814,0.138333
2020-08-10,TX,490817,8490,4073661,6971.86,210.571,34153.6,0.204133,0.204133,4.94659,3.29773,7.41988,0.84973,25211.7,16807.8,37817.6,457776,305184,686664,0.0157876,0.0105251,0.0236814,2.69927e+06,1.79952e+06,4.04891e+06,0.0930916,0.0620611,0.139637
2020-08-11,TX,500620,8710,4088863,7062.71,207,29145,0.24233,0.24233,5.19656,3.46437,7.79484,0.8251,23842.8,15895.2,35764.1,446398,297599,669597,0.0153952,0.0102635,0.0230928,2.72312e+06,1.81541e+06,4.08467e+06,0.0939139,0.0626093,0.140871
2020-08-12,TX,506820,9034,4106360,6704.71,219.571,28303.6,0.236886,0.236886,5.14683,3.43122,7.72024,0.806282,22780.5,15187,34170.8,434735,289823,652102,0.014993,0.00999533,0.0224895,2.7459e+06,1.8306e+06,4.11884e+06,0.0946995,0.063133,0.142049
2020-08-13,TX,513575,9289,4230763,6584.29,212.286,40897.6,0.160995,0.160995,4.5831,3.0554,6.87465,0.795311,21582,14388,32373,422611,281741,633917,0.0145749,0.00971659,0.0218623,2.76748e+06,1.84499e+06,4.15122e+06,0.0954438,0.0636292,0.143166
2020-08-14,TX,520593,9602,4282041,6581.29,215.143,40215.6,0.16365,0.16365,4.59319,3.06212,6.88978,0.788264,20655.4,13770.3,30983.1,410978,273985,616467,0.0141737,0.00944911,0.0212605,2.78813e+06,1.85876e+06,4.1822e+06,0.0961562,0.0641041,0.144234
2020-08-15,TX,528838,9840,4321676,6765,213.857,44145.6,0.153243,0.153243,4.4987,2.99913,6.74805,0.789121,19743.6,13162.4,29615.4,398808,265872,598211,0.0137539,0.00916929,0.0206309,2.80788e+06,1.87192e+06,4.21182e+06,0.0968371,0.0645581,0.145256
2020-08-16,TX,535582,9983,4439041,7031.43,217.714,59025.3,0.119126,0.119126,4.19372,2.79582,6.29059,0.792712,19008.7,12672.5,28513.1,386906,257937,580359,0.0133435,0.00889565,0.0200152,2.82689e+06,1.88459e+06,4.24033e+06,0.0974927,0.0649951,0.146239
2020-08-17,TX,542950,10034,4476167,7447.57,220.571,57500.9,0.129521,0.129521,4.27779,2.85186,6.41668,0.799051,18041.3,12027.6,27062,374644,249763,561966,0.0129206,0.00861373,0.0193809,2.84493e+06,1.89662e+06,4.26739e+06,0.0981149,0.0654099,0.147172
2020-08-18,TX,550232,10250,4500645,7087.43,220,58826,0.120481,0.120481,4.18763,2.79175,6.28145,0.804767,17437.8,11625.2,26156.8,361632,241088,542448,0.0124718,0.00831456,0.0187078,2.86237e+06,1.90824e+06,4.29355e+06,0.0987163,0.0658108,0.148074
2020-08-19,TX,557256,10559,4517189,7205.14,217.857,58689.9,0.122766,0.122766,4.19904,2.79936,6.29856,0.811074,16876.8,11251.2,25315.2,348089,232060,522134,0.0120048,0.00800319,0.0180072,2.87924e+06,1.91949e+06,4.31886e+06,0.0992983,0.0661989,0.148947
2020-08-20,TX,562559,10793,4547069,6997.71,214.857,45186.6,0.154863,0.154863,4.45954,2.97302,6.68931,0.815086,16172.3,10781.5,24258.5,334294,222863,501441,0.011529,0.00768601,0.0172935,2.89541e+06,1.93028e+06,4.34312e+06,0.0998561,0.0665707,0.149784
2020-08-21,TX,567580,11051,4580026,6712.43,207,42569.3,0.157682,0.157682,4.47153,2.98102,6.70729,0.821288,15527.8,10351.9,23291.7,320092,213394,480137,0.0110392,0.00735947,0.0165588,2.91094e+06,1.94063e+06,4.36641e+06,0.100392,0.0669277,0.150587
2020-08-22,TX,573139,11266,4640860,6328.71,203.714,45597.7,0.138795,0.138795,4.3092,2.8728,6.4638,0.824107,14924.9,9949.91,22387.3,306251,204167,459376,0.0105619,0.00704124,0.0158428,2.92587e+06,1.95058e+06,4.3888e+06,0.100906,0.0672709,0.151359
2020-08-23,TX,577537,11370,4668028,5993.57,198.143,32712.4,0.18322,0.18322,4.64223,3.09482,6.96335,0.824134,14392.1,9594.73,21588.2,292786,195191,439179,0.0100975,0.00673167,0.0151463,2.94026e+06,1.96017e+06,4.41039e+06,0.101403,0.0676018,0.152104
2020-08-24,TX,580384,11395,4670875,5347.71,194.429,27815.4,0.192257,0.192257,4.69552,3.13035,7.04328,0.823595,14098.6,9399.07,21147.9,280296,186864,420445,0.00966677,0.00644451,0.0145001,2.95436e+06,1.96957e+06,4.43154e+06,0.101889,0.0679259,0.152833
2020-08-25,TX,586730,11576,4724559,5214,189.429,31987.7,0.163,0.163,4.47183,2.98122,6.70775,0.825422,13386,8923.98,20078.9,268471,178980,402706,0.00925892,0.00617262,0.0138884,2.96774e+06,1.9785e+06,4.45162e+06,0.102351,0.0682337,0.153526
2020-08-26,TX,592137,11805,4764640,4983,178,35350.1,0.140961,0.140961,4.28932,2.85954,6.43398,0.831397,12690.2,8460.15,19035.3,257318,171545,385977,0.0088743,0.0059162,0.0133114,2.98043e+06,1.98696e+06,4.47065e+06,0.102788,0.0685254,0.154182
2020-08-27,TX,597737,12070,4793914,5025.43,182.429,35263.6,0.14251,0.14251,4.29254,2.8617,6.43882,0.849564,12168.9,8112.6,18253.4,246706,164471,370060,0.00850833,0.00567222,0.0127625,2.9926e+06,1.99507e+06,4.4889e+06,0.103208,0.0688052,0.154812
2020-08-28,TX,601768,12266,4842362,4884,173.571,37476.6,0.130321,0.130321,4.18347,2.78898,6.27521,0.878664,11940.6,7960.38,17910.8,237065,158043,355598,0.00817582,0.00545054,0.0122637,3.00454e+06,2.00303e+06,4.50681e+06,0.10362,0.0690798,0.155429
2020-08-29,TX,606530,12420,4900972,4770.14,164.857,37158.9,0.128372,0.128372,4.15837,2.77225,6.23756,0.921703,12252.9,8168.62,18379.4,228663,152442,342994,0.00788604,0.00525736,0.0118291,3.0168e+06,2.0112e+06,4.52519e+06,0.104042,0.0693615,0.156063
2020-08-30,TX,610354,12510,4924712,4688.14,162.857,36669.1,0.12785,0.12785,4.14537,2.76358,6.21805,0.974929,12750.2,8500.14,19125.3,221669,147779,332504,0.00764485,0.00509657,0.0114673,3.02955e+06,2.0197e+06,4.54432e+06,0.104482,0.0696546,0.156723
2020-08-31,TX,612969,12536,4961553,4655,163,41525.4,0.1121,0.1121,4.00088,2.66725,6.00131,1.03047,13186.2,8790.8,19779.3,215847,143898,323770,0.00744405,0.0049627,0.0111661,3.04273e+06,2.02849e+06,4.5641e+06,0.104937,0.0699578,0.157405
2020-09-01,TX,617333,12681,5033554,4371.86,157.857,44142.1,0.0990404,0.0990404,3.87326,2.58217,5.80988,1.08608,13738.4,9158.96,20607.7,211544,141029,317316,0.00729565,0.00486377,0.0109435,3.05647e+06,2.03765e+06,4.58471e+06,0.105411,0.0702737,0.158116
2020-09-02,TX,621667,12870,5068862,4218.57,152.143,43460.3,0.0970673,0.0970673,3.84717,2.56478,5.77076,1.1476,14207.3,9471.55,21311,208313,138875,312470,0.00718424,0.00478949,0.0107764,3.07068e+06,2.04712e+06,4.60602e+06,0.1059,0.0706003,0.158851
2020-09-03,TX,625347,13091,5107503,3944.29,145.857,44798.4,0.0880452,0.0880452,3.75231,2.50154,5.62846,1.20163,14754,9835.99,22131,206190,137460,309286,0.00711102,0.00474068,0.0106665,3.08543e+06,2.05695e+06,4.62815e+06,0.106409,0.0709396,0.159614
2020-09-04,TX,630829,13231,5119753,4151.57,137.857,39627.3,0.104765,0.104765,3.90397,2.60265,5.85596,1.24777,15541.6,10361,23312.3,205560,137040,308339,0.00708927,0.00472618,0.0106339,3.10097e+06,2.06732e+06,4.65146e+06,0.106945,0.0712969,0.160418
2020-09-05,TX,635315,13408,5183948,4112.14,141.143,40425.1,0.101722,0.101722,3.86879,2.57919,5.80318,1.28692,17138.9,11425.9,25708.3,207171,138114,310756,0.00714483,0.00476322,0.0107172,3.11811e+06,2.07874e+06,4.67717e+06,0.107536,0.0716909,0.161305
2020-09-06,TX,638310,13472,5282579,3993.71,137.429,51123.9,0.0781184,0.0781184,3.6313,2.42087,5.44696,1.32214,18282.2,12188.1,27423.2,210528,140352,315792,0.00726062,0.00484041,0.0108909,3.13639e+06,2.09093e+06,4.70459e+06,0.108167,0.0721113,0.16225
2020-09-07,TX,640370,13492,5320999,3914.43,136.571,51349.4,0.0762312,0.0762312,3.60523,2.40349,5.40785,1.34875,19350.9,12900.6,29026.3,215487,143658,323230,0.00743164,0.00495442,0.0111475,3.15575e+06,2.10383e+06,4.73362e+06,0.108834,0.0725562,0.163251
2020-09-08,TX,641791,13553,5339126,3494,124.571,43653.1,0.0800401,0.0800401,3.6385,2.42566,5.45774,1.36362,20700.9,13800.6,31051.3,222089,148059,333134,0.00765933,0.00510622,0.011489,3.17645e+06,2.11763e+06,4.76467e+06,0.109548,0.0730321,0.164322
2020-09-09,TX,645791,13692,5372132,3446.29,117.429,43324.3,0.0795463,0.0795463,3.62715,2.4181,5.44073,1.34208,22322.7,14881.8,33484.1,231026,154017,346539,0.00796754,0.00531169,0.0119513,3.19877e+06,2.13251e+06,4.79815e+06,0.110318,0.0735454,0.165477
2020-09-10,TX,649809,13853,5405257,3494.57,108.857,42536.3,0.0821551,0.0821551,3.64728,2.43152,5.47092,1.29541,23829.8,15886.5,35744.7,242165,161444,363248,0.00835172,0.00556781,0.0125276,3.2226e+06,2.1484e+06,4.8339e+06,0.11114,0.0740933,0.16671
2020-09-11,TX,653356,13997,5454041,3218.14,109.429,47755.4,0.067388,0.067388,3.48621,2.32414,5.22932,1.2252,24187.6,16125.1,36281.4,254184,169456,381276,0.00876621,0.00584414,0.0131493,3.24679e+06,2.16452e+06,4.87018e+06,0.111974,0.0746494,0.167961
2020-09-12,TX,657589,14143,5519641,3182,105,47956.1,0.0663523,0.0663523,3.46914,2.31276,5.20371,1.13135,22234.2,14822.8,33351.3,264478,176318,396717,0.00912122,0.00608081,0.0136818,3.26902e+06,2.17935e+06,4.90353e+06,0.112741,0.0751606,0.169111
2020-09-13,TX,659434,14190,5550139,3017.71,102.571,38222.9,0.0789505,0.0789505,3.59648,2.39766,5.39473,1.02131,20784.7,13856.4,31177,273009,182006,409514,0.00941545,0.00627697,0.0141232,3.28981e+06,2.1932e+06,4.93471e+06,0.113458,0.0756385,0.170187
2020-09-14,TX,663445,14211,5213247,3296.43,102.714,32734.3,-0.214149,0.100703,3.79625,2.53083,5.69437,0.916261,19433.7,12955.8,29150.5,279693,186462,419539,0.00964595,0.00643064,0.0144689,3.30924e+06,2.20616e+06,4.96386e+06,0.114128,0.0760853,0.171192
2020-09-15,TX,668746,14343,5247542,3850.71,112.857,35044,-0.29432,0.109882,3.86928,2.57952,5.80391,0.82141,17778.4,11852.3,26667.6,284285,189523,426428,0.00980433,0.00653622,0.0147065,3.32702e+06,2.21801e+06,4.99053e+06,0.114741,0.076494,0.172112
2020-09-16,TX,674772,14478,5299620,4140.14,112.286,37768.6,-0.399672,0.109619,3.86004,2.57336,5.79006,0.760203,16110.4,10740.3,24165.7,286657,191105,429986,0.00988613,0.00659075,0.0148292,3.34313e+06,2.22875e+06,5.01469e+06,0.115297,0.0768644,0.172945
2020-09-17,TX,678819,14590,5345176,4144.29,105.286,39544.4,-0.482848,0.104801,3.81192,2.54128,5.71788,0.729095,14564.8,9709.84,21847.1,287015,191343,430522,0.00989846,0.00659897,0.0148477,3.35769e+06,2.23846e+06,5.03654e+06,0.115799,0.0771993,0.173698
2020-09-18,TX,682241,14713,5444801,4126.43,102.286,46807.4,-3.12608,0.0881576,3.65565,2.4371,5.48348,0.729037,13698.4,9132.24,20547.5,285959,190639,428938,0.00986205,0.0065747,0.0147931,3.37139e+06,2.24759e+06,5.05709e+06,0.116271,0.0775143,0.174407
2020-09-19,TX,686068,14848,5563176,4068.43,100.714,54346.7,0.654163,0.0748606,3.52004,2.34669,5.28006,0.76244,14002.9,9335.29,21004.4,284420,189614,426630,0.00980899,0.00653933,0.0147135,3.38539e+06,2.25693e+06,5.07809e+06,0.116754,0.0778362,0.175131
2020-09-20,TX,688534,14893,5593488,4157.14,100.429,54320.1,0.671296,0.0765304,3.53122,2.35415,5.29684,0.814946,13979.1,9319.37,20968.6,281260,187507,421891,0.00970002,0.00646668,0.01455,3.39937e+06,2.26625e+06,5.09906e+06,0.117236,0.0781576,0.175855
2020-09-21,TX,698387,14917,5622498,4991.71,100.857,58464.4,0.0853804,0.0853804,3.61139,2.4076,5.41709,0.863719,14018.8,9345.87,21028.2,276997,184665,415496,0.00955298,0.00636865,0.0143295,3.41339e+06,2.27559e+06,5.12009e+06,0.11772,0.0784799,0.17658
2020-09-22,TX,716207,14994,5667732,6780.14,93,60027.1,0.112951,0.112951,3.84661,2.5644,5.76991,0.909006,14271.8,9514.51,21407.7,271918,181279,407877,0.00937782,0.00625188,0.0140667,3.42766e+06,2.28511e+06,5.1415e+06,0.118212,0.0788081,0.177318
2020-09-23,TX,719599,15129,5740674,6403.86,93,63007.7,0.101636,0.101636,3.74528,2.49685,5.61792,0.942841,14158.6,9439.08,21237.9,265376,176917,398064,0.00915219,0.00610146,0.0137283,3.44182e+06,2.29455e+06,5.16273e+06,0.1187,0.0791336,0.178051
2020-09-24,TX,723919,15267,5860833,6442.86,96.7143,73665.3,0.0874612,0.0874612,3.61312,2.40875,5.41968,0.964027,13953.6,9302.43,20930.5,257007,171338,385510,0.00886356,0.00590904,0.0132953,3.45578e+06,2.30385e+06,5.18366e+06,0.119182,0.0794544,0.178772
2020-09-25,TX,728552,15364,5913449,6615.86,93,66949.7,0.0988183,0.0988183,3.70844,2.4723,5.56267,0.973164,13644.5,9096.32,20466.7,246821,164548,370232,0.00851229,0.00567486,0.0127684,3.46942e+06,2.31295e+06,5.20413e+06,0.119652,0.0797681,0.179478
2020-09-26,TX,733438,15485,5994813,6767.14,91,61662.4,0.109745,0.109745,3.79392,2.52928,5.69088,0.967514,13421.5,8947.68,20132.3,236055,157370,354083,0.008141,0.00542733,0.0122115,3.48284e+06,2.32189e+06,5.22426e+06,0.120115,0.0800767,0.180173
2020-09-27,TX,735132,15522,6016907,6656.86,89.8571,60488.4,0.110052,0.110052,3.78997,2.52664,5.68495,0.959119,13338.4,8892.26,20007.6,227160,151440,340739,0.0078342,0.0052228,0.0117513,3.49618e+06,2.33079e+06,5.24427e+06,0.120575,0.0803834,0.180863
2020-09-28,TX,739743,15533,6171755,5908,88,78465.3,0.0752944,0.0752944,3.47526,2.31684,5.21289,0.961314,13225.9,8817.29,19838.9,219601,146401,329401,0.00757352,0.00504901,0.0113603,3.50941e+06,2.3396e+06,5.26411e+06,0.121031,0.0806875,0.181547
2020-09-29,TX,743284,15604,6200826,3868.14,87.1429,76156.3,0.0507922,0.0507922,3.20735,2.13823,4.81102,0.970728,13121,8747.36,19681.6,213288,142192,319932,0.00735581,0.00490387,0.0110337,3.52253e+06,2.34835e+06,5.28379e+06,0.121484,0.0809891,0.182226
2020-09-30,TX,748967,15711,6237157,4195.43,83.1429,70926.1,0.0591521,0.0591521,3.29828,2.19886,4.94743,0.98874,13301.1,8867.41,19951.7,208811,139207,313216,0.0072014,0.00480093,0.0108021,3.53583e+06,2.35722e+06,5.30374e+06,0.121942,0.081295,0.182914
2020-10-01,TX,752501,15823,6282329,4083.14,79.4286,60213.7,0.0678108,0.0678108,3.38513,2.25676,5.0777,1.01659,13580.6,9053.7,20370.8,206281,137521,309421,0.00711415,0.00474277,0.0106712,3.54941e+06,2.36627e+06,5.32411e+06,0.122411,0.0816072,0.183616
2020-10-02,TX,756004,15895,6368742,3921.71,75.8571,65041.9,0.0602952,0.0602952,3.30151,2.201,4.95226,1.04846,13898,9265.36,20847.1,205614,137076,308421,0.00709115,0.00472744,0.0106367,3.56331e+06,2.37554e+06,5.34496e+06,0.12289,0.0819267,0.184335
2020-10-03,TX,763010,15992,6472939,4224.57,72.4286,68303.7,0.0618498,0.0618498,3.31354,2.20902,4.9703,1.08181,14330.1,9553.38,21495.1,206246,137497,309369,0.00711294,0.00474196,0.0106694,3.57764e+06,2.38509e+06,5.36646e+06,0.123384,0.0822562,0.185076
2020-10-04,TX,765894,16025,6537885,4394.57,71.8571,74425.4,0.0590466,0.0590466,3.27892,2.18595,4.91838,1.11225,14820.8,9880.52,22231.2,207064,138043,310596,0.00714115,0.00476076,0.0107117,3.59246e+06,2.39497e+06,5.38869e+06,0.123895,0.082597,0.185843
2020-10-05,TX,769303,16033,6571677,4222.86,71.4286,57131.7,0.0739144,0.0739144,3.4259,2.28393,5.13885,1.13819,15392,10261.3,23088,208477,138984,312715,0.00718987,0.00479325,0.0107848,3.60785e+06,2.40523e+06,5.41177e+06,0.124426,0.0829509,0.186639
2020-10-06,TX,773435,16111,6636248,4307.29,72.4286,62203.1,0.0692455,0.0692455,3.37532,2.25022,5.06299,1.16289,15941.3,10627.5,23912,210399,140266,315599,0.00725618,0.00483745,0.0108843,3.62379e+06,2.41586e+06,5.43569e+06,0.124976,0.0833174,0.187464
2020-10-07,TX,777556,16230,6664440,4084.14,74.1429,61040.4,0.0669088,0.0669088,3.34723,2.23148,5.02084,1.18094,16509.8,11006.5,24764.7,212637,141758,318956,0.00733336,0.00488891,0.011,3.6403e+06,2.42687e+06,5.46045e+06,0.125545,0.083697,0.188318
2020-10-08,TX,781794,16334,6703106,4184.71,73,60111,0.0696164,0.0696164,3.36946,2.24631,5.05419,1.19132,17101.9,11401.3,25652.8,215581,143720,323371,0.00743487,0.00495658,0.0111523,3.6574e+06,2.43827e+06,5.4861e+06,0.126135,0.0840902,0.189203
2020-10-09,TX,785830,16432,6746030,4260.86,76.7143,53898.3,0.0790537,0.0790537,3.4543,2.30287,5.18145,1.19576,18005.1,12003.4,27007.6,219632,146421,329448,0.00757459,0.00504973,0.0113619,3.67541e+06,2.45027e+06,5.51311e+06,0.126756,0.0845041,0.190134
2020-10-10,TX,790060,16526,6830631,3864.29,76.2857,51098.9,0.0756237,0.0756237,3.41751,2.27834,5.12627,1.19525,18621.3,12414.2,27932,224609,149739,336913,0.00774623,0.00516416,0.0116194,3.69403e+06,2.46269e+06,5.54104e+06,0.127398,0.0849323,0.191098
2020-10-11,TX,792478,16557,6887551,3797.71,76,49952.3,0.0760268,0.0760268,3.41642,2.27761,5.12463,1.18745,19164.6,12776.4,28746.8,230352,153568,345528,0.0079443,0.0052962,0.0119164,3.71319e+06,2.47546e+06,5.56979e+06,0.128059,0.0853729,0.192089
2020-10-12,TX,795126,16558,6951394,3689,75,54245.3,0.0680059,0.0680059,3.33505,2.22337,5.00257,1.17563,19618.7,13079.1,29428,236632,157755,354948,0.00816089,0.00544059,0.0122413,3.73281e+06,2.48854e+06,5.59922e+06,0.128736,0.085824,0.193104
2020-10-13,TX,800415,16622,7012023,3854.29,73,53682.1,0.0717983,0.0717983,3.3671,2.24473,5.05065,1.15594,20013.5,13342.4,30020.3,243420,162280,365130,0.00839498,0.00559665,0.0125925,3.75283e+06,2.50188e+06,5.62924e+06,0.129426,0.0862841,0.194139
2020-10-14,TX,805082,16717,7067676,3932.29,69.5714,57605.1,0.0682628,0.0682628,3.3285,2.219,4.99275,1.13415,20405.3,13603.5,30607.9,250704,167136,376056,0.0086462,0.00576413,0.0129693,3.77323e+06,2.51549e+06,5.65985e+06,0.13013,0.0867533,0.195195
2020-10-15,TX,809808,16812,7111890,4002,68.2857,58397.7,0.0685301,0.0685301,3.3266,2.21773,4.9899,1.11333,20682.2,13788.1,31023.3,258085,172057,387128,0.00890075,0.00593383,0.0133511,3.79391e+06,2.52928e+06,5.69087e+06,0.130843,0.0872288,0.196265
2020-10-16,TX,815678,16903,7211046,4264,67.2857,66430.9,0.064187,0.064187,3.27955,2.18637,4.91933,1.0952,20641.5,13761,30962.3,265146,176764,397719,0.00914427,0.00609618,0.0137164,3.81456e+06,2.54304e+06,5.72183e+06,0.131555,0.0877034,0.197333
2020-10-17,TX,820563,16984,7274236,4357.57,65.4286,63372.1,0.0687616,0.0687616,3.31992,2.21328,4.97988,1.08165,20741.7,13827.8,31112.5,271990,181327,407985,0.00938029,0.00625353,0.0140704,3.8353e+06,2.55686e+06,5.75295e+06,0.13227,0.0881803,0.198406
2020-10-18,TX,823779,17014,7326919,4471.57,65.2857,62766.9,0.071241,0.071241,3.33901,2.22601,5.00852,1.07754,21143.6,14095.7,31715.4,278803,185869,418205,0.00961527,0.00641018,0.0144229,3.85644e+06,2.57096e+06,5.78466e+06,0.133,0.0886664,0.199499
2020-10-19,TX,825673,17022,7384043,4363.86,66.2857,61807,0.0706046,0.0706046,3.32858,2.21905,4.99286,1.08034,21658.6,14439.1,32488,285641,190427,428462,0.00985109,0.0065674,0.0147766,3.8781e+06,2.5854e+06,5.81715e+06,0.133747,0.0891644,0.20062
2020-10-20,TX,833557,17087,7444326,4734.57,66.4286,61757.6,0.0766638,0.0766638,3.37981,2.25321,5.06972,1.0906,22241.4,14827.6,33362.1,292491,194994,438736,0.0100873,0.00672488,0.015131,3.90034e+06,2.60023e+06,5.85051e+06,0.134514,0.0896757,0.20177
2020-10-21,TX,838809,17201,7474874,4818.14,69.1429,58171.1,0.082827,0.082827,3.42945,2.2863,5.14418,1.10686,22798.6,15199.1,34197.9,299348,199565,449022,0.0103238,0.00688254,0.0154857,3.92314e+06,2.61543e+06,5.88471e+06,0.1353,0.0901999,0.20295
2020-10-22,TX,845100,17286,7532717,5041.71,67.7143,60118.1,0.0838634,0.0838634,3.43362,2.28908,5.15043,1.12431,23443.8,15629.2,35165.6,306282,204188,459423,0.0105629,0.00704196,0.0158444,3.94658e+06,2.63106e+06,5.91987e+06,0.136108,0.0907389,0.204163
2020-10-23,TX,851572,17375,7611586,5127.71,67.4286,57220,0.089614,0.089614,3.47709,2.31806,5.21563,1.14182,24291.6,16194.4,36437.5,313472,208981,470207,0.0108109,0.00720727,0.0162163,3.97087e+06,2.64725e+06,5.95631e+06,0.136946,0.0912974,0.205419
2020-10-24,TX,858071,17456,7710195,5358.29,67.4286,62279.9,0.0860356,0.0860356,3.44255,2.29503,5.16382,1.1583,25364.2,16909.5,38046.3,320831,213887,481246,0.0110647,0.00737646,0.016597,3.99624e+06,2.66416e+06,5.99436e+06,0.137821,0.0918806,0.206731
2020-10-25,TX,862375,17504,7762242,5513.71,70,62189,0.0886606,0.0886606,3.4596,2.3064,5.18941,1.17031,26214.1,17476.1,39321.1,328423,218949,492635,0.0113266,0.00755104,0.0169898,4.02245e+06,2.68164e+06,6.03368e+06,0.138725,0.0924833,0.208087
2020-10-26,TX,867075,17514,7809150,5914.57,70.2857,60729.6,0.097392,0.097392,3.52481,2.34987,5.28721,1.17656,26993.3,17995.6,40490,336252,224168,504378,0.0115965,0.00773103,0.0173948,4.04945e+06,2.69963e+06,6.07417e+06,0.139656,0.0931039,0.209484
2020-10-27,TX,874367,17595,7883440,5830,72.5714,62730.6,0.0929371,0.0929371,3.48469,2.32313,5.22703,1.18007,27915.5,18610.3,41873.2,344549,229699,516823,0.0118827,0.00792179,0.017824,4.07736e+06,2.71824e+06,6.11604e+06,0.140619,0.0937458,0.210928
2020-10-28,TX,879994,17700,7933477,5883.57,71.2857,65514.7,0.0898053,0.0898053,3.45473,2.30316,5.1821,1.17929,28872,19248,43308,353407,235605,530111,0.0121882,0.00812546,0.0182823,4.10623e+06,2.73749e+06,6.15935e+06,0.141614,0.0944096,0.212422
2020-10-29,TX,886820,17819,8005112,5960,76.1429,67485,0.0883159,0.0883159,3.43797,2.29198,5.15695,1.17429,29778.4,19852.3,44667.7,362781,241854,544171,0.0125115,0.00834097,0.0187672,4.13601e+06,2.75734e+06,6.20402e+06,0.142641,0.0950942,0.213962
2020-10-30,TX,893451,17934,8080012,5982.71,79.8571,66918,0.0894037,0.0894037,3.44214,2.29476,5.16322,1.16583,30761.5,20507.7,46142.3,372860,248573,559290,0.0128591,0.00857271,0.0192886,4.16677e+06,2.77785e+06,6.25016e+06,0.143702,0.0958015,0.215553
2020-10-31,TX,900596,18024,8154233,6075,81.1429,63434,0.0957688,0.0957688,3.48781,2.32521,5.23172,1.15322,31464.7,20976.5,47197.1,383683,255789,575525,0.0132323,0.00882155,0.0198485,4.19824e+06,2.79883e+06,6.29736e+06,0.144787,0.0965249,0.217181
2020-11-01,TX,904855,18077,8218245,6068.57,81.8571,65143.3,0.0931573,0.0931573,3.4627,2.30847,5.19405,1.13826,31924.6,21283,47886.8,394866,263244,592299,0.013618,0.00907867,0.020427,4.23016e+06,2.82011e+06,6.34524e+06,0.145888,0.0972589,0.218833
2020-11-02,TX,909257,18097,8291703,6026,83.2857,68936.1,0.0874142,0.0874142,3.41238,2.27492,5.11858,1.12541,32473,21648.7,48709.6,406195,270797,609293,0.0140087,0.00933915,0.0210131,4.26264e+06,2.84176e+06,6.39395e+06,0.147008,0.0980055,0.220512
2020-11-03,TX,916773,18194,8328869,6058,85.5714,63632.7,0.0952026,0.0952026,3.46928,2.31285,5.20392,1.11178,32830.8,21887.2,49246.2,417368,278245,626051,0.014394,0.00959602,0.021591,4.29547e+06,2.86364e+06,6.4432e+06,0.148141,0.0987604,0.222211
2020-11-04,TX,926400,18320,8404187,6629.43,88.5714,67244.3,0.0985872,0.0985872,3.49044,2.32696,5.23566,1.09863,33339.7,22226.5,50009.5,428466,285644,642699,0.0147768,0.00985119,0.0221652,4.32881e+06,2.88587e+06,6.49321e+06,0.14929,0.0995269,0.223936
2020-11-05,TX,934994,18453,8483728,6882,90.5714,68373.7,0.100653,0.100653,3.50122,2.33415,5.25183,1.09206,34110.4,22740.3,51165.6,439778,293185,659666,0.0151669,0.0101113,0.0227504,4.36292e+06,2.90861e+06,6.54438e+06,0.150467,0.100311,0.2257
2020-11-06,TX,942539,18589,8553766,7012.57,93.5714,67679.1,0.103615,0.103615,3.51836,2.34557,5.27754,1.09063,34416.8,22944.5,51625.1,450751,300500,676126,0.0155453,0.0103636,0.023318,4.39733e+06,2.93156e+06,6.596e+06,0.151654,0.101102,0.227481
2020-11-07,TX,950549,18700,8634990,7136.14,96.5714,68679.6,0.103905,0.103905,3.51572,2.34381,5.27358,1.09045,34863.9,23242.6,52295.9,461323,307549,691984,0.0159099,0.0106066,0.0238649,4.4322e+06,2.9548e+06,6.6483e+06,0.152856,0.101904,0.229284
2020-11-08,TX,956234,18743,8734857,7339.86,95.1429,73801.7,0.0994537,0.0994537,3.47826,2.31884,5.2174,1.08904,36034.4,24023,54051.7,471993,314662,707990,0.0162779,0.010852,0.0244169,4.46823e+06,2.97882e+06,6.70235e+06,0.154099,0.102733,0.231148
2020-11-09,TX,963019,18769,8849942,7680.29,96,79748.4,0.0963064,0.0963064,3.45015,2.3001,5.17523,1.08123,37164.4,24776.3,55746.7,482944,321962,724415,0.0166556,0.0111037,0.0249834,4.5054e+06,3.0036e+06,6.75809e+06,0.155381,0.103587,0.233071
2020-11-10,TX,974230,18863,8901839,8208.14,95.5714,81852.9,0.100279,0.100279,3.47517,2.31678,5.21275,1.06797,37564.9,25043.3,56347.3,493515,329010,740273,0.0170202,0.0113468,0.0255303,4.54296e+06,3.02864e+06,6.81444e+06,0.156676,0.104451,0.235014
